Caption	Image ID
<span RHS><i>Convolvulus cneorum</i> AGM</span>	P03047
<span RHS><i>Convolvulus cneorum</i> AGM</span>	P03048
<span RHS><i>Convolvulus cneorum</i> AGM</span>	P03049
<span RHS><i>Coreopsis verticillata</i></span>	P03050
<span RHS><i>Cornus kousa</i> 'Miss Satomi' AGM</span>	P03051
<span RHS><i>Cornus kousa</i> 'Miss Satomi' AGM</span>	P03052
<span RHS><i>Corydalis cheilanthifolia</i></span>	P03053
<span RHS><i>Corydalis lutea</i></span>	P03054
<span RHS><i>Corydalis solida</i> subsp. <i>solida</i> 'George Baker' AGM</span>	P03055
<span RHS><i>Crocosmia</i> 'Walberton Red'</span>	P03056
<span RHS><i>Crocus tommasinianus</i> AGM</span>	P03057
<span RHS><i>Crocus tommasinianus</i> AGM</span>	P03058
<span RHS><i>Crocus tommasinianus</i> AGM</span>	P03059
<span RHS><i>Crocus tommasinianus</i> AGM</span>	P03060
<span RHS><i>Cuphea ignea</i> AGM</span>	P03061
<span RHS><i>Cuphea ignea</i> AGM</span>	P03062
<span RHS><i>Cyclamen coum</i> AGM</span>	P03063
<span RHS><i>Cyperus eragrostis</i></span>	P03064
<span RHS><i>Cyperus rotundus</i></span>	P03065
<span RHS><i>Cyperus rotundus</i></span>	P03066
<span RHS><i>Dactylicapnos macrocapnos</i></span>	P03067
<span RHS><i>Dactylicapnos macrocapnos</i></span>	P03068
<span RHS><i>Dactylicapnos macrocapnos</i></span>	P03069
<span RHS><i>Dactylicapnos macrocapnos</i></span>	P03070
<span RHS><i>Dahlia</i> 'Bishop of Llandaff' (P) AGM</span> Misc	P03071
<span RHS><i>Dahlia merckii</i></span>	P03072
<span RHS><i>Datisca cannabina</i></span>	P03073
<span RHS><i>Datisca cannabina</i></span>	P03074
<span RHS><i>Diascia</i> <span class="trade-name">Coral Belle</span> = 'Hecbel' <sup>(PBR)</sup> AGM</span>	P03075
<span RHS><i>Diascia</i> 'Elizabeth' AGM</span>	P03076
<span RHS><i>Diascia fetcaniensis</i> 'Daydream'</span>	P03077
<span RHS><i>Digitalis ferruginea</i> AGM</span>	P03078
<span RHS><i>Digitalis lanata</i></span>	P03079
<span RHS><i>Digitalis lutea</i> AGM</span>	P03080
<span RHS><i>Dodecatheon meadia</i> AGM</span>	P03081
<span RHS><i>Dodecatheon meadia</i> AGM</span>	P03082
<span RHS><i>Dracunculus vulgaris</i></span>	P03083
<span RHS><i>Dracunculus vulgaris</i></span>	P03084
<span RHS><i>Dracunculus vulgaris</i></span>	P03085
<span RHS><i>Dracunculus vulgaris</i></span>	P03086
<span RHS><i>Echinacea purpurea</i> 'White Lustre'</span>	P03087
<span RHS><i>Echinops ritro</i> L. AGM</span>	P03088
<span RHS><i>Echium pininana</i> AGM</span>	P03089
<span RHS><i>Equisetum camtschatcense</i></span>	P03090
<span RHS><i>Erigeron karvinskianus</i> AGM</span>	P03091
<span RHS><i>Erigeron karvinskianus</i> AGM</span>	P03092
<span RHS><i>Erigeron karvinskianus</i> AGM</span>	P03093
<span RHS><i>Erigeron</i> 'Serenity'</span>	P03094
<span RHS><i>Erigeron</i> 'Serenity'</span>	P03095
<span RHS><i>Eryngium agavifolium</i></span>	P03096
<span RHS><i>Eryngium agavifolium</i></span>	P03097
<span RHS><i>Eryngium bourgatii</i></span>	P03098
<span RHS><i>Eryngium giganteum</i> AGM</span>	P03099
<span RHS><i>Eryngium giganteum</i> AGM</span>	P03100
<span RHS><i>Eryngium planum</i> 'Blue Hobbit'</span>	P03101
<span RHS><i>Eryngium planum</i> 'Blue Hobbit'</span>	P03102
<span RHS><i>Eryngium tricuspidatum</i></span>	P03103
<span RHS><i>Eryngium tricuspidatum</i></span>	P03104
<span RHS><i>Eryngium tricuspidatum</i></span>	P03105
<span RHS><i>Eryngium variifolium</i></span>	P03106
<span RHS><i>Eryngium</i> &times; <i>zabelii</i> 'Jos Eijking'</span>	P03107
<span RHS><i>Eucalyptus macrocarpa</i></span>	P03108
<span RHS><i>Euphorbia characias</i> 'Tasmanian Tiger' <sup>(PBR)</sup> (v) AGM</span>	P03109
<span RHS><i>Euphorbia mellifera</i> AGM</span>	P03110
<span RHS><i>Euphorbia myrsinites</i> AGM</span>	P03111
<span RHS><i>Euphorbia myrsinites</i> AGM</span>	P03112
<span RHS><i>Euphorbia</i> &times; <i>pasteurii</i></span>	P03113
<i>Festuca glauca</i>	P03114
<span RHS><i>Foeniculum vulgare</i> 'Purpureum'</span>	P03115
<span RHS><i>Fuchsia</i> 'Margaret' (d) AGM</span>	P03116
<span RHS><i>Galanthus nivalis</i> f. <i>pleniflorus</i> 'Flore Pleno' (d) AGM</span>	P03117
<span RHS><i>Galanthus nivalis</i> AGM</span>	P03118
<span RHS><i>Galanthus nivalis</i> AGM</span>	P03119
<span RHS><i>Galtonia candicans</i> AGM</span>	P03120
<span RHS><i>Galtonia candicans</i> AGM</span>	P03121
<span RHS><i>Galtonia candicans</i> AGM</span>	P03122
<span RHS><i>Gaura lindheimeri</i> AGM</span>	P03123
<span RHS><i>Gaura lindheimeri</i> AGM</span>	P03124
<span RHS><i>Gaura lindheimeri</i> AGM</span>	P03125
<span RHS><i>Geranium</i> 'Jean Armour'</span>	P03126
<span RHS><i>Geranium macrorrhizum</i> 'White-Ness' AGM</span>	P03127
<span RHS><i>Geranium nodosum</i> 'Swish Purple'</span>	P03128
<span RHS><i>Geranium palmatum</i> AGM</span>	P03129
<span RHS><i>Geranium palmatum</i> AGM</span>	P03130
<span RHS><i>Geranium phaeum</i></span>	P03131
<span RHS><i>Geranium phaeum</i></span>	P03132
<span RHS><i>Geranium phaeum</i> 'Lily Lovell'</span>	P03133
<span RHS><i>Geranium psilostemon</i> AGM</span>	P03134
<span RHS><i>Geranium psilostemon</i> AGM</span>	P03135
<span RHS><i>Geranium pyrenaicum</i> 'Bill Wallis'</span>	P03136
<span RHS><i>Geranium pyrenaicum</i> 'Isparta'</span>	P03137
<span RHS><i>Geranium pyrenaicum</i> 'Isparta'</span>	P03138
<span RHS><i>Geranium pyrenaicum</i></span>	P03139
<span RHS><i>Geranium pyrenaicum</i></span>	P03140
<span RHS><i>Geranium pyrenaicum</i> f. <i>albiflorum</i></span>	P03141
<span RHS><i>Geranium pyrenaicum</i> f. <i>albiflorum</i></span>	P03142
<span RHS><i>Geranium</i> <span class="trade-name">Rozanne</span> = 'Gerwat' <sup>(PBR)</sup> AGM</span>	P03143
<span RHS><i>Geranium</i> <span class="trade-name">Rozanne</span> = 'Gerwat' <sup>(PBR)</sup> AGM</span>	P03144
<span RHS><i>Geranium soboliferum</i></span>	P03145
<span RHS><i>Geranium wallichianum</i> 'Buxton's Variety'</span>	P03147
<span RHS><i>Geranium wallichianum</i> 'Buxton's Variety'</span>	P03148
<span RHS><i>Geranium</i> &times; <i>oxonianum</i></span>	P03149
<span RHS><i>Geranium</i> &times; <i>oxonianum</i></span>	P03150
<span RHS><i>Geranium</i> &times; <i>riversleaianum</i> 'Russell Prichard' AGM</span>	P03151
<span RHS><i>Geranium</i> &times; <i>riversleaianum</i> 'Russell Prichard' AGM</span>	P03152
<span RHS><i>Geranium yeoi</i></span>	P03153
<span RHS><i>Geranium yeoi</i></span>	P03154
<span RHS><i>Geranium yeoi</i></span>	P03155
<i>Geranium yoshinoi</i>	P03156
<span RHS><i>Gladiolus papilio</i></span>	P03157
<span RHS><i>Gypsophila paniculata</i> 'Compacta Plena' (d)</span>	P03158
<span RHS><i>Hakonechloa macra</i> 'Alboaurea' (v) AGM</span>	P03159
<i>Helianthus annuus</i> 'Sunspot'	P03160
<i>Helianthus annuus</i> 'Sunspot'	P03161
<i>Helianthus annuus</i> 'Sunspot'	P03162
<i>Helianthus annuus</i> 'Sunspot'	P03163
<span RHS><i>Helenium</i> 'Moerheim Beauty' AGM</span>	P03164
<span RHS><i>Helenium</i> 'Moerheim Beauty' AGM</span>	P03165
<i>Heliopsis helianthoides</i> var. <i>scabra</i> 'Wustenkonig'	P03166
<span RHS><i>Helleborus</i> &times; <i>hybridus</i></span> double white heavy spotted	P03167
<span RHS><i>Helleborus</i> &times; <i>hybridus</i></span> double white heavy spotted	P03168
<span RHS><i>Helleborus</i> &times; <i>hybridus</i></span> yellow	P03169
<span RHS><i>Helleborus</i> &times; <i>hybridus</i></span> white anemone flowered	P03170
<span RHS><i>Helleborus</i> &times; <i>hybridus</i></span> white spotted	P03171
<span RHS><i>Helleborus</i> &times; <i>hybridus</i></span> white spotted	P03172
<span RHS><i>Helleborus</i> &times; <i>hybridus</i> Picotee Group</span>	P03173
<span RHS><i>Helleborus</i> &times; <i>hybridus</i> Picotee Group</span>	P03174
<span RHS><i>Helleborus</i> &times; <i>hybridus</i> Picotee Group</span>	P03175
<span RHS><i>Helleborus</i> &times; <i>hybridus</i> Picotee Group</span>	P03176
<span RHS><i>Helleborus</i> &times; <i>hybridus</i></span> white	P03177
<span RHS><i>Helleborus</i> &times; <i>hybridus</i></span> white	P03178
<span RHS><i>Helleborus</i> &times; <i>hybridus</i></span> double pink	P03179
<span RHS><i>Helleborus</i> &times; <i>hybridus</i></span> double pink	P03180
<span RHS><i>Helleborus</i> &times; <i>hybridus</i></span>	P03181
<span RHS><i>Helleborus</i> &times; <i>hybridus</i></span>	P03182
<span RHS><i>Helleborus</i> &times; <i>hybridus</i></span> dark red	P03183
<span RHS><i>Helleborus</i> &times; <i>hybridus</i></span> dark red	P03184
<span RHS><i>Helleborus</i> &times; <i>hybridus</i></span> dark red	P03185
<span RHS><i>Hibiscus sinosyriacus</i> 'Ruby Glow'</span>	P03186
<span RHS><i>Hibiscus syriacus</i> 'Oiseau Bleu' AGM</span>	P03187
<span RHS><i>Hibiscus trionum</i></span>	P03188
<span RHS><i>Humulus lupulus</i> 'Aureus' AGM</span>	P03189
<span RHS><i>Humulus lupulus</i> 'Aureus' AGM</span>	P03190
<span RHS><i>Humulus lupulus</i> 'Aureus' AGM</span>	P03191
<span RHS><i>Humulus lupulus</i> 'Aureus' AGM</span>	P03192
<span RHS><i>Humulus lupulus</i> 'Aureus' AGM</span>	P03193
<span RHS><i>Lamprocapnos spectabilis</i> AGM</span>	P03194
<span RHS><i>Lamprocapnos spectabilis</i> AGM</span>	P03195
<span RHS><i>Lamprocapnos spectabilis</i> AGM</span>	P03196
<span RHS><i>Milium effusum</i> 'Aureum' AGM</span>	P03197
<span RHS><i>Ocimum basilicum</i></span>	P03198
<span RHS><i>Ocimum basilicum</i></span>	P03199
<span RHS><i>Delphinium</i></span> mixed hybrids	P03200
<span RHS><i>Delphinium</i> 'Cranberry Delight'</span>	P03201
<span RHS><i>Cornus</i> &times; <i>elwinortonii</i> <span class="trade-name">Venus</span> = 'Kn30 8' <sup>(PBR)</sup> (Jersey Star Series)</span>	P03202
<span RHS><i>Actaea simplex</i> (Atropurpurea Group) 'James Compton' AGM</span>	P03203
<span RHS><i>Daphne bholua</i> 'Jacqueline Postill' AGM</span>	P03204
<span RHS><i>Allium schubertii</i></span>	P03205
<span RHS><i>Delphinium</i> 'Thamesmead'</span>	P03206
<span RHS><i>Deutzia purpurascens</i></span>	P03207
<span RHS><i>Deutzia purpurascens</i></span>	P03208
<span RHS><i>Dodecatheon pulchellum</i> AGM</span>	P03209
<span RHS><i>Echinacea purpurea</i> 'Fatal Attraction' <sup>(PBR)</sup></span>	P03210
<span RHS><i>Galanthus</i> 'Ketton'</span>	P03211
<span RHS><i>Hesperantha coccinea</i></span>	P03212
<span RHS><i>Iris</i> 'George' (Reticulata) AGM</span>	P03213
<span RHS><i>Lobelia</i> &times; <i>speciosa</i> 'Fan Scharlach' (Fan Series) AGM</span>	P03214
<span RHS><i>Mahonia repens</i></span>	P03215
<span RHS><i>Osteospermum</i> 'Sunny Cecil' (Sunny Series)</span>	P03216
<span RHS><i>Osteospermum</i> 'Sunny Mary' <sup>(PBR)</sup> (Sunny Series)</span>	P03217
<span RHS><i>Paeonia cambessedesii</i> AGM</span>	P03218
<span RHS><i>Polemonium caeruleum</i> subsp. <i>caeruleum</i> f. <i>album</i></span>	P03219
<span RHS><i>Polemonium caeruleum</i></span>	P03220
<span RHS><i>Potentilla</i> 'Gloire de Nancy' (d)</span>	P03221
<span RHS><i>Primula</i> Harlow Car hybrids (Pf)</span>	P03222
<span RHS><i>Primula</i> Harlow Car hybrids (Pf)</span>	P03223
<span RHS><i>Puschkinia scilloides</i></span>	P03224
<span RHS><i>Rhododendron dauricum</i> 'Mid-winter' AGM</span>	P03225
<span RHS><i>Rhodohypoxis milloides</i></span>	P03226
<span RHS><i>Rosa</i> 'The Fairy' (Poly) AGM</span>	P03227
<span RHS><i>Rosa</i> 'Zéphirine Drouhin' (Bb)</span>	P03228
<span RHS><i>Salvia</i> <span class="trade-name">Mystic Spires Blue</span> = 'Balsalmisp' <sup>(PBR)</sup></span>	P03229
<span RHS><i>Saxifraga</i> 'Kathleen Pinsent' (8)</span>	P03230
<span RHS><i>Scabiosa atropurpurea</i> 'Ace of Spades'</span>	P03231
<span RHS><i>Scabiosa caucasica</i> 'Perfecta Alba' (Perfecta Series)</span>	P03232
<span RHS><i>Hylotelephium telephium</i> (Atropurpureum Group) 'Xenox' <sup>(PBR)</sup> AGM</span>	P03233
<span RHS><i>Tulipa</i> 'Cassini' (3)</span>	P03234
<span RHS><i>Cerastium tomentosum</i></span>	P03235
<span RHS><i>Clematis</i> 'The President' (EL) AGM</span>	P03236
<span RHS><i>Clematis viticella</i> 'Flore Pleno' (Vt/d)</span>	P03237
<span RHS><i>Crataegus laevigata</i> 'Rosea Flore Pleno' (d) AGM</span>	P03238
<span RHS><i>Buphthalmum salicifolium</i></span>	P03239
<span RHS><i>Aesculus</i> &times; <i>mutabilis</i> 'Induta'</span>	P03240
<span RHS><i>Gladiolus communis</i> subsp. <i>byzantinus</i> AGM</span>	P03241
<span RHS><i>Tulipa sprengeri</i> (15) AGM</span>	P03242
<span RHS><i>Abies concolor</i> 'Compacta' AGM</span>	P03243
<span RHS><i>Achillea millefolium</i> 'Rose Madder'</span>	P03244
<span RHS><i>Achillea</i> 'Paprika' (Galaxy Series)</span> - front && <span RHS><i>Achillea</i> 'Forncett Fletton' (Forncett Series)</span>	P03245
<span RHS><i>Adenophora remotiflora</i></span>	P03246
<span RHS><i>Aethionema grandiflorum</i> AGM</span>	P03247
<span RHS><i>Agastache</i> 'Blackadder'</span>	P03248
<span RHS><i>Agastache rugosa</i> 'Golden Jubilee'</span>	P03249
<span RHS><i>Alstroemeria</i> 'Red Elf' AGM</span>	P03250
<span RHS><i>Asclepias syriaca</i></span>	P03251
<span RHS><i>Ceanothus</i> &times; <i>pallidus</i> 'Marie Simon'</span>	P03252
<span RHS><i>Scilla luciliae</i> Gigantea Group</span>	P03253
<span RHS><i>Choisya</i> &times; <i>dewitteana</i> 'Aztec Pearl' AGM</span>	P03254
<span RHS><i>Chrysosplenium davidianum</i></span>	P03255
<span RHS><i>Clematis</i> 'Arabella' (I) AGM</span>	P03256
<span RHS><i>Clematis</i> <span class="trade-name">Chantilly</span> = 'Evipo021' <sup>(PBR)</sup> (EL)</span> && <span RHS><i>Clematis</i> 'Vyvyan Pennell' (EL)</span>	P03257
<span RHS><i>Clematis</i> 'Fireworks' (EL)</span>	P03258
<span RHS><i>Clematis</i> 'Girenas'</span>	P03259
<span RHS><i>Clematis montana</i> var. <i>rubens</i> 'Tetrarose' (M) AGM</span>	P03260
<span RHS><i>Clematis</i> 'Piilu' (EL)</span>	P03261
<span RHS><i>Cornus mas</i></span>	P03262
<span RHS><i>Cortusa matthioli</i> 'Alba'</span>	P03263
<span RHS><i>Cortusa matthioli</i> subsp. <i>pekinensis</i></span>	P03264
<span RHS><i>Corylopsis pauciflora</i> AGM</span> - at Wakehurst	P03265
<span RHS><i>Cyclamen coum</i> AGM</span> - at Wakehurst	P03266
<span RHS><i>Dactylorhiza elata</i> AGM</span>	P03267
<span RHS><i>Deutzia pulchra</i></span>	P03268
<span RHS><i>Deutzia</i> &times; <i>hybrida</i> 'Mont Rose' AGM</span>	P03270
<span RHS><i>Doronicum orientale</i> 'Magnificum'</span>	P03271
<span RHS><i>Echinops ritro</i> 'Veitch's Blue'</span>	P03272
<span RHS><i>Epipactis gigantea</i></span>	P03273
<span RHS><i>Erodium manescavii</i> AGM</span>	P03274
<span RHS><i>Erysimum</i> 'Apricot Twist'</span>	P03275
<span RHS><i>Erythronium</i> 'Pagoda' AGM</span>	P03276
<span RHS><i>Euphorbia griffithii</i> 'Fireglow'</span>	P03277
<span RHS><i>Euphorbia palustris</i> AGM</span>	P03278
<span RHS><i>Exochorda</i> &times; <i>macrantha</i> 'The Bride' AGM</span>	P03279
<span RHS><i>Gaillardia</i> &times; <i>grandiflora</i> 'Kobold'</span>	P03280
<span RHS><i>Gladiolus papilio</i></span>	P03281
<span RHS><i>Helenium</i> 'Goldlackzwerg'</span>	P03284
<span RHS><i>Helenium</i> 'Pumilum Magnificum'</span>	P03285
<span RHS><i>Helenium</i> 'Waltraut' AGM</span>	P03286
<span RHS><i>Helianthemum</i> 'Henfield Brilliant' AGM</span>	P03287
<span RHS><i>Heliopsis helianthoides</i> <span class="trade-name">Loraine Sunshine</span> = 'Helhan' <sup>(PBR)</sup> (v)</span>	P03288
<span RHS><i>Hemerocallis</i> 'Chicago Cherry'</span>	P03289
<span RHS><i>Hemerocallis</i> 'Daylight'</span>	P03290
<span RHS><i>Hemerocallis lilioasphodelus</i></span>	P03291
<span RHS><i>Heuchera</i> 'Prince'</span>	P03292
<span RHS><i>Hosta</i> 'Sum and Substance' AGM</span>	P03293
<span RHS><i>Iris</i> 'Banbury Welcome' (CH)</span>	P03295
<span RHS><i>Iris</i> 'Pastel Charm' (SDB)</span>	P03296
<span RHS><i>Lychnis cognata</i></span> B&SWJ 4234	P03297
<span RHS><i>Lysimachia ephemerum</i> AGM</span>	P03298
<span RHS><i>Lythrum virgatum</i> 'Dropmore Purple'</span>	P03299
<span RHS><i>Magnolia macrophylla</i></span>	P03300
<span RHS><i>Narcissus cyclamineus</i> (13) AGM</span> - at Wakehurst	P03301
<span RHS><i>Origanum</i> 'Rosenkuppel' AGM</span>	P03302
<span RHS><i>Paeonia delavayi</i> var. <i>angustiloba</i> f. <i>angustiloba</i> (S)</span>	P03303
<span RHS><i>Paeonia</i> Gansu Group (S)</span>	P03304
<span RHS><i>Paeonia mlokosewitschii</i> AGM</span>	P03305
<span RHS><i>Papaver commutatum</i> 'Ladybird' AGM</span>	P03306
<span RHS><i>Papaver rupifragum</i></span>	P03307
<span RHS><i>Penstemon</i> 'Alice Hindley'</span>	P03308
<span RHS><i>Persicaria microcephala</i> 'Red Dragon' <sup>(PBR)</sup></span>	P03309
<span RHS><i>Phlox paniculata</i> 'Franz Schubert' AGM</span>	P03310
<span RHS><i>Phlox paniculata</i> 'Velvet Flame' AGM</span>	P03311
<span RHS><i>Platycodon grandiflorus</i> 'Blaue Glocke'</span>	P03312
<i>Potentilla</i> 'Arc-en-ceil'	P03313
<i>Potentilla</i> 'Arc-en-ceil'	P03314
<span RHS><i>Primula japonica</i> (Pf)</span>	P03315
<span RHS><i>Primula vulgaris</i> subsp. <i>sibthorpii</i> (Pr/Prim) AGM</span>	P03316
<span RHS><i>Ranunculus gramineus</i> AGM</span>	P03317
<span RHS><i>Rhododendron praevernum</i></span> - at Wakehurst	P03318
<span RHS><i>Rhododendron preptum</i></span> - at Nymans	P03319
<span RHS><i>Rhododendron sulfureum</i></span>	P03320
<span RHS><i>Rhododendron sulfureum</i></span>	P03321
<span RHS><i>Rodgersia pinnata</i> 'Rosea'</span>	P03322
<span RHS><i>Rosa</i> <span class="trade-name">Gertrude Jekyll</span> = 'Ausbord' <sup>(PBR)</sup> (S) AGM</span>	P03323
<span RHS><i>Rosa spinosissima</i></span>	P03324
<span RHS><i>Roscoea purpurea</i> f. <i>rubra</i> AGM</span>	P03325
<span RHS><i>Salvia verticillata</i> 'Purple Rain'</span>	P03326
<span RHS><i>Sambucus nigra</i> f. <i>porphyrophylla</i> 'Eva' <sup>(PBR)</sup> AGM</span>	P03327
<span RHS><i>Sanguisorba hakusanensis</i></span>	P03328
<span RHS><i>Saxifraga</i> Southside Seedling Group (8)</span>	P03329
<span RHS><i>Saxifraga</i> Southside Seedling Group (8)</span>	P03330
<span RHS><i>Stachys monieri</i> 'Rosea'</span>	P03331
<span RHS><i>Thuja plicata</i> 'Zebrina' (v) AGM</span> - at Nymans	P03332
<span RHS><i>Tricyrtis ohsumiensis</i></span>	P03333
<span RHS><i>Uvularia grandiflora</i> AGM</span>	P03334
<i>Viola</i> 'Panola Royal Wedding' (Panola Series)	P03335
<span RHS><i>Achillea</i> 'Terracotta'</span>	P03336
<span RHS><i>Allium cernuum</i></span>	P03337
<span RHS><i>Araucaria araucana</i></span> - at Kew	P03338
<span RHS><i>Aster</i> &times; <i>frikartii</i> 'Wunder von Stäfa' AGM</span>	P03339
<span RHS><i>Pallenis maritima</i></span> - at Kew	P03340
<span RHS><i>Athyrium filix-femina</i> 'Clarissimum'</span> - at Woodchippings	P03341
<span RHS><i>Athyrium filix-femina</i> Cristatum Group</span> - at Woodchippings	P03342
<span RHS><i>Athyrium</i> 'Ghost' AGM</span> - at Woodchippings	P03343
<span RHS><i>Brunnera macrophylla</i> 'Gordano Gold' (v)</span> - at Woodchippings	P03344
<i>Centaurea benoistii</i>	P03345
<span RHS><i>Chloranthus sessilifolius</i> 'Domino'</span> - at Woodchippings	P03346
<span RHS><i>Crocosmia</i> &times; <i>crocosmiiflora</i> 'Star of the East' AGM</span>	P03347
<span RHS><i>Dahlia</i> 'Roxy' (Sin/DwB)</span>	P03348
<span RHS><i>Delphinium</i> 'Rosemary Brock' AGM</span> - at Pettifers	P03349
<span RHS><i>Dianella tasmanica</i></span>	P03350
<i>Digitalis parviflora</i>	P03351
<span RHS><i>Dryopteris cycadina</i> AGM</span> - at Woodchippings	P03352
<span RHS><i>Echinacea</i> 'Art's Pride' <sup>(PBR)</sup></span>	P03353
<span RHS><i>Eryngium giganteum</i> AGM</span>	P03354
<span RHS><i>Eupatorium purpureum</i></span>	P03355
<span RHS><i>Euphorbia jacquemontii</i></span>	P03356
<span RHS><i>Filipendula rubra</i> 'Venusta' AGM</span>	P03357
<span RHS><i>Geranium psilostemon</i> AGM</span>	P03358
<span RHS><i>Helenium</i> 'Sahin's Early Flowerer' AGM</span>	P03359
<span RHS><i>Helenium</i> 'Wyndley'</span>	P03360
<span RHS><i>Heliopsis helianthoides</i> var. <i>scabra</i></span>	P03361
<span RHS><i>Hemerocallis</i> 'Corky'</span> - at Pettifers	P03362
<span RHS><i>Hemerocallis</i> 'Fuchsia Fashion'</span> - at Woodchippings	P03363
<span RHS><i>Hemerocallis</i> 'Gentle Shepherd'</span>	P03364
<span RHS><i>Hemerocallis</i> 'Joan Senior'</span>	P03365
<span RHS><i>Hemerocallis</i> 'Luxury Lace'</span>	P03366
<span RHS><i>Hemerocallis</i> 'Moonlit Masquerade' AGM</span>	P03367
<span RHS><i>Hemerocallis</i> 'Mountain Laurel'</span>	P03368
<span RHS><i>Hemerocallis</i> 'Root Beer'</span>	P03369
<span RHS><i>Hemerocallis</i> 'Sammy Russell'</span>	P03370
<span RHS><i>Hemerocallis</i> 'Spotted Fever'</span> - at Woodchippings	P03371
<span RHS><i>Hemerocallis</i> 'Trahlyta'</span>	P03372
<span RHS><i>Hemerocallis</i> 'Twiggy'</span> - at Woodchippings	P03373
<i>Hemerocallis</i> 'Mahogany Whispers'	P03374
<span RHS><i>Hosta</i> 'Sagae' (v) AGM</span> - at Woodchippings	P03375
<span RHS><i>Houttuynia cordata</i></span>	P03376
<span RHS><i>Hydrangea arborescens</i> 'Annabelle' AGM</span>	P03377
<span RHS><i>Hemerocallis</i> 'Sammy Russell'</span>	P03378
<span RHS><i>Digitalis canariensis</i></span> - at Kew	P03379
<span RHS><i>Kniphofia pauciflora</i></span> - at Kew	P03380
<span RHS><i>Kniphofia</i> 'Safranvogel' AGM</span> - at Pettifers	P03381
<span RHS><i>Kniphofia</i> 'Safranvogel' AGM</span> - at Pettifers	P03382
<span RHS><i>Kolkwitzia amabilis</i></span>	P03383
<span RHS><i>Ligularia dentata</i> 'Desdemona'</span>	P03384
<span RHS><i>Ligularia dentata</i></span>	P03385
